country_region,sub_region_1,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
United Kingdom,Perth and Kinross,2020-03-19,-18.0,20.0,26.0,-22.0,-23.0,9.0
United Kingdom,Perth and Kinross,2020-03-20,-24.0,7.0,38.0,-21.0,-24.0,10.0
United Kingdom,Perth and Kinross,2020-03-21,-49.0,7.0,8.0,-32.0,-23.0,
United Kingdom,Perth and Kinross,2020-03-22,-51.0,-9.0,49.0,-30.0,-25.0,
United Kingdom,Perth and Kinross,2020-03-23,-46.0,-7.0,10.0,-41.0,-44.0,16.0
United Kingdom,Perth and Kinross,2020-03-24,-76.0,-24.0,-26.0,-56.0,-61.0,22.0
United Kingdom,Perth and Kinross,2020-03-25,-79.0,-32.0,-30.0,-62.0,-68.0,25.0
United Kingdom,Perth and Kinross,2020-03-26,-79.0,-31.0,-34.0,-67.0,-69.0,26.0
United Kingdom,Perth and Kinross,2020-03-27,-80.0,-32.0,-41.0,-66.0,-70.0,27.0
United Kingdom,Perth and Kinross,2020-03-28,-88.0,-38.0,-48.0,-74.0,-60.0,
United Kingdom,Perth and Kinross,2020-03-29,-86.0,-46.0,-39.0,-65.0,-54.0,
United Kingdom,Perth and Kinross,2020-03-30,-77.0,-33.0,-14.0,-64.0,-70.0,24.0
United Kingdom,Perth and Kinross,2020-03-31,-79.0,-30.0,-27.0,-63.0,-70.0,24.0
United Kingdom,Perth and Kinross,2020-04-01,-79.0,-33.0,-27.0,-65.0,-71.0,25.0
United Kingdom,Perth and Kinross,2020-04-02,-81.0,-33.0,-32.0,-68.0,-70.0,26.0
United Kingdom,Perth and Kinross,2020-04-03,-81.0,-32.0,-34.0,-69.0,-70.0,27.0
United Kingdom,Perth and Kinross,2020-04-04,-86.0,-37.0,-50.0,-69.0,-60.0,
United Kingdom,Perth and Kinross,2020-04-05,-84.0,-44.0,-27.0,-63.0,-53.0,
United Kingdom,Perth and Kinross,2020-04-06,-78.0,-32.0,-16.0,-63.0,-72.0,25.0
United Kingdom,Perth and Kinross,2020-04-07,-77.0,-31.0,-18.0,-60.0,-71.0,24.0
United Kingdom,Perth and Kinross,2020-04-08,-78.0,-31.0,-23.0,-60.0,-72.0,25.0
United Kingdom,Perth and Kinross,2020-04-09,-78.0,-28.0,-28.0,-65.0,-71.0,26.0
United Kingdom,Perth and Kinross,2020-04-10,-81.0,-32.0,-20.0,-65.0,-74.0,
United Kingdom,Perth and Kinross,2020-04-11,-87.0,-32.0,-40.0,-64.0,-58.0,
United Kingdom,Perth and Kinross,2020-04-12,-88.0,-46.0,-32.0,-62.0,-55.0,
United Kingdom,Perth and Kinross,2020-04-13,-82.0,-41.0,-7.0,-63.0,-77.0,
United Kingdom,Perth and Kinross,2020-04-14,-79.0,-32.0,-24.0,-60.0,-70.0,24.0
United Kingdom,Perth and Kinross,2020-04-15,-77.0,-29.0,-8.0,-56.0,-71.0,25.0
United Kingdom,Perth and Kinross,2020-04-16,-79.0,-33.0,-26.0,-65.0,-71.0,26.0
United Kingdom,Perth and Kinross,2020-04-17,-80.0,-32.0,-27.0,-64.0,-71.0,27.0
United Kingdom,Perth and Kinross,2020-04-18,-85.0,-34.0,-35.0,-65.0,-58.0,
United Kingdom,Perth and Kinross,2020-04-19,-83.0,-41.0,-18.0,-57.0,-51.0,
United Kingdom,Perth and Kinross,2020-04-20,-76.0,-31.0,4.0,-57.0,-68.0,24.0
United Kingdom,Perth and Kinross,2020-04-21,-75.0,-30.0,-13.0,-58.0,-69.0,23.0
United Kingdom,Perth and Kinross,2020-04-22,-76.0,-32.0,-13.0,-59.0,-68.0,25.0
United Kingdom,Perth and Kinross,2020-04-23,-78.0,-28.0,-5.0,-57.0,-68.0,25.0
United Kingdom,Perth and Kinross,2020-04-24,-77.0,-29.0,-10.0,-59.0,-69.0,25.0
United Kingdom,Perth and Kinross,2020-04-25,-84.0,-30.0,-26.0,-61.0,-55.0,
United Kingdom,Perth and Kinross,2020-04-26,-82.0,-36.0,-16.0,-55.0,-48.0,
United Kingdom,Perth and Kinross,2020-04-27,-75.0,-32.0,-14.0,-58.0,-67.0,24.0
United Kingdom,Perth and Kinross,2020-04-28,-74.0,-32.0,-19.0,-53.0,-68.0,21.0
United Kingdom,Perth and Kinross,2020-04-29,-75.0,-33.0,-31.0,-61.0,-68.0,25.0
United Kingdom,Perth and Kinross,2020-04-30,-77.0,-29.0,-30.0,-60.0,-68.0,25.0
United Kingdom,Perth and Kinross,2020-05-01,-77.0,-29.0,-26.0,-59.0,-67.0,25.0
United Kingdom,Perth and Kinross,2020-05-02,-83.0,-31.0,-29.0,-58.0,-53.0,
United Kingdom,Perth and Kinross,2020-05-03,-81.0,-37.0,-23.0,-55.0,-48.0,
United Kingdom,Perth and Kinross,2020-05-04,-73.0,-30.0,-1.0,-54.0,-67.0,23.0
United Kingdom,Perth and Kinross,2020-05-05,-73.0,-27.0,-6.0,-51.0,-66.0,22.0
United Kingdom,Perth and Kinross,2020-05-06,-73.0,-26.0,6.0,-51.0,-66.0,23.0
United Kingdom,Perth and Kinross,2020-05-07,-72.0,-23.0,-1.0,-52.0,-66.0,23.0
United Kingdom,Perth and Kinross,2020-05-08,-75.0,-27.0,-8.0,-60.0,-70.0,25.0
United Kingdom,Perth and Kinross,2020-05-09,-82.0,-30.0,-31.0,-60.0,-54.0,
United Kingdom,Perth and Kinross,2020-05-10,-81.0,-33.0,-24.0,-55.0,-46.0,
United Kingdom,Perth and Kinross,2020-05-11,-72.0,-30.0,15.0,-51.0,-64.0,22.0
United Kingdom,Perth and Kinross,2020-05-12,-71.0,-27.0,-16.0,-52.0,-65.0,23.0
United Kingdom,Perth and Kinross,2020-05-13,-73.0,-26.0,-4.0,-54.0,-65.0,23.0
United Kingdom,Perth and Kinross,2020-05-14,-72.0,-28.0,2.0,-50.0,-64.0,22.0
United Kingdom,Perth and Kinross,2020-05-15,-73.0,-25.0,-12.0,-55.0,-64.0,24.0
United Kingdom,Perth and Kinross,2020-05-16,-80.0,-28.0,-28.0,-55.0,-51.0,
United Kingdom,Perth and Kinross,2020-05-17,-79.0,-33.0,-27.0,-54.0,-46.0,
United Kingdom,Perth and Kinross,2020-05-18,-69.0,-26.0,8.0,-52.0,-63.0,22.0
United Kingdom,Perth and Kinross,2020-05-19,-70.0,-25.0,-1.0,-51.0,-63.0,22.0
United Kingdom,Perth and Kinross,2020-05-20,-71.0,-23.0,12.0,-48.0,-64.0,22.0
United Kingdom,Perth and Kinross,2020-05-21,-69.0,-21.0,13.0,-50.0,-63.0,23.0
United Kingdom,Perth and Kinross,2020-05-22,-72.0,-28.0,-38.0,-61.0,-63.0,25.0
United Kingdom,Perth and Kinross,2020-05-23,-80.0,-30.0,-53.0,-65.0,-51.0,
United Kingdom,Perth and Kinross,2020-05-24,-76.0,-31.0,-9.0,-48.0,-39.0,
United Kingdom,Perth and Kinross,2020-05-25,-68.0,-25.0,27.0,-49.0,-65.0,22.0
United Kingdom,Perth and Kinross,2020-05-26,-66.0,-22.0,16.0,-45.0,-60.0,20.0
United Kingdom,Perth and Kinross,2020-05-27,-66.0,-22.0,9.0,-46.0,-61.0,22.0
United Kingdom,Perth and Kinross,2020-05-28,-67.0,-15.0,24.0,-47.0,-60.0,21.0
United Kingdom,Perth and Kinross,2020-05-29,-68.0,-14.0,26.0,-39.0,-60.0,20.0
United Kingdom,Peterborough,2020-02-15,-9.0,-6.0,-37.0,24.0,-2.0,2.0
United Kingdom,Peterborough,2020-02-16,-5.0,-7.0,-40.0,-5.0,-2.0,1.0
United Kingdom,Peterborough,2020-02-17,8.0,-1.0,,3.0,-14.0,2.0
United Kingdom,Peterborough,2020-02-18,7.0,-4.0,,1.0,-15.0,3.0
United Kingdom,Peterborough,2020-02-19,3.0,-5.0,,1.0,-14.0,3.0
United Kingdom,Peterborough,2020-02-20,2.0,-6.0,,2.0,-15.0,3.0
United Kingdom,Peterborough,2020-02-21,4.0,-4.0,,5.0,-16.0,3.0
United Kingdom,Peterborough,2020-02-22,-3.0,-3.0,,20.0,-2.0,1.0
United Kingdom,Peterborough,2020-02-23,0.0,-3.0,-14.0,21.0,0.0,0.0
United Kingdom,Peterborough,2020-02-24,-2.0,-3.0,,-1.0,0.0,1.0
United Kingdom,Peterborough,2020-02-25,1.0,7.0,,3.0,0.0,0.0
United Kingdom,Peterborough,2020-02-26,0.0,-1.0,,1.0,0.0,1.0
United Kingdom,Peterborough,2020-02-27,1.0,0.0,,3.0,-2.0,1.0
United Kingdom,Peterborough,2020-02-28,0.0,-3.0,,-1.0,-2.0,1.0
United Kingdom,Peterborough,2020-02-29,5.0,1.0,-23.0,-13.0,1.0,0.0
United Kingdom,Peterborough,2020-03-01,4.0,4.0,,-19.0,-1.0,0.0
United Kingdom,Peterborough,2020-03-02,5.0,1.0,,5.0,1.0,1.0
United Kingdom,Peterborough,2020-03-03,2.0,2.0,,2.0,-1.0,0.0
United Kingdom,Peterborough,2020-03-04,2.0,2.0,,0.0,0.0,1.0
United Kingdom,Peterborough,2020-03-05,1.0,3.0,,3.0,-1.0,1.0
United Kingdom,Peterborough,2020-03-06,5.0,-2.0,,9.0,1.0,0.0
United Kingdom,Peterborough,2020-03-07,7.0,-3.0,,26.0,4.0,0.0
United Kingdom,Peterborough,2020-03-08,4.0,-2.0,,12.0,3.0,-1.0
United Kingdom,Peterborough,2020-03-09,1.0,-3.0,,-1.0,2.0,1.0
United Kingdom,Peterborough,2020-03-10,1.0,1.0,,0.0,0.0,1.0
United Kingdom,Peterborough,2020-03-11,-1.0,2.0,,-2.0,-1.0,1.0
United Kingdom,Peterborough,2020-03-12,1.0,4.0,,-5.0,-1.0,1.0
United Kingdom,Peterborough,2020-03-13,0.0,5.0,,-7.0,-2.0,2.0
United Kingdom,Peterborough,2020-03-14,-4.0,5.0,,-1.0,0.0,2.0
United Kingdom,Peterborough,2020-03-15,-10.0,2.0,-12.0,-6.0,2.0,1.0
United Kingdom,Peterborough,2020-03-16,0.0,19.0,,-18.0,-3.0,2.0
United Kingdom,Peterborough,2020-03-17,-6.0,20.0,,-28.0,-10.0,5.0
United Kingdom,Peterborough,2020-03-18,-15.0,19.0,,-38.0,-19.0,8.0
United Kingdom,Peterborough,2020-03-19,-13.0,23.0,,-41.0,-23.0,9.0
United Kingdom,Peterborough,2020-03-20,-22.0,5.0,,-44.0,-25.0,11.0
United Kingdom,Peterborough,2020-03-21,-40.0,1.0,,-41.0,-14.0,9.0
United Kingdom,Peterborough,2020-03-22,-47.0,-15.0,,-50.0,-17.0,7.0
United Kingdom,Peterborough,2020-03-23,-36.0,-10.0,,-54.0,-36.0,15.0
United Kingdom,Peterborough,2020-03-24,-62.0,-24.0,,-64.0,-50.0,20.0
United Kingdom,Peterborough,2020-03-25,-65.0,-28.0,,-68.0,-55.0,22.0
United Kingdom,Peterborough,2020-03-26,-66.0,-31.0,,-71.0,-58.0,23.0
United Kingdom,Peterborough,2020-03-27,-68.0,-31.0,,-72.0,-58.0,25.0
United Kingdom,Peterborough,2020-03-28,-78.0,-41.0,-42.0,-74.0,-46.0,17.0
United Kingdom,Peterborough,2020-03-29,-80.0,-45.0,-36.0,-77.0,-43.0,
United Kingdom,Peterborough,2020-03-30,-68.0,-37.0,,-74.0,-61.0,24.0
United Kingdom,Peterborough,2020-03-31,-67.0,-31.0,,-73.0,-62.0,24.0
United Kingdom,Peterborough,2020-04-01,-69.0,-35.0,,-73.0,-61.0,25.0
United Kingdom,Peterborough,2020-04-02,-68.0,-36.0,,-73.0,-62.0,25.0
United Kingdom,Peterborough,2020-04-03,-70.0,-33.0,,-73.0,-60.0,26.0
United Kingdom,Peterborough,2020-04-04,-76.0,-36.0,,-70.0,-45.0,17.0
United Kingdom,Peterborough,2020-04-05,-78.0,-38.0,,-74.0,-41.0,
United Kingdom,Peterborough,2020-04-06,-66.0,-33.0,,-73.0,-61.0,24.0
United Kingdom,Peterborough,2020-04-07,-67.0,-27.0,,-68.0,-62.0,24.0
United Kingdom,Peterborough,2020-04-08,-66.0,-27.0,,-71.0,-61.0,24.0
United Kingdom,Peterborough,2020-04-09,-63.0,-20.0,,-68.0,-62.0,24.0
United Kingdom,Peterborough,2020-04-10,-71.0,-32.0,,-73.0,-74.0,29.0
United Kingdom,Peterborough,2020-04-11,-76.0,-29.0,,-68.0,-47.0,17.0
United Kingdom,Peterborough,2020-04-12,-89.0,-57.0,,-74.0,-48.0,
United Kingdom,Peterborough,2020-04-13,-75.0,-45.0,,-80.0,-78.0,29.0
United Kingdom,Peterborough,2020-04-14,-63.0,-24.0,,-69.0,-62.0,23.0
United Kingdom,Peterborough,2020-04-15,-64.0,-27.0,,-67.0,-61.0,24.0
United Kingdom,Peterborough,2020-04-16,-66.0,-25.0,,-69.0,-61.0,24.0
United Kingdom,Peterborough,2020-04-17,-68.0,-28.0,,-69.0,-60.0,25.0
United Kingdom,Peterborough,2020-04-18,-77.0,-36.0,-34.0,-69.0,-41.0,17.0
United Kingdom,Peterborough,2020-04-19,-77.0,-40.0,,-71.0,-36.0,12.0
United Kingdom,Peterborough,2020-04-20,-66.0,-29.0,,-69.0,-58.0,22.0
United Kingdom,Peterborough,2020-04-21,-66.0,-27.0,,-66.0,-59.0,23.0
United Kingdom,Peterborough,2020-04-22,-67.0,-28.0,,-66.0,-58.0,23.0
United Kingdom,Peterborough,2020-04-23,-66.0,-26.0,,-67.0,-58.0,23.0
United Kingdom,Peterborough,2020-04-24,-67.0,-27.0,,-66.0,-57.0,24.0
United Kingdom,Peterborough,2020-04-25,-73.0,-30.0,7.0,-61.0,-38.0,15.0
United Kingdom,Peterborough,2020-04-26,-75.0,-33.0,,-65.0,-35.0,11.0
United Kingdom,Peterborough,2020-04-27,-64.0,-28.0,,-65.0,-55.0,22.0
United Kingdom,Peterborough,2020-04-28,-69.0,-35.0,,-72.0,-58.0,22.0
United Kingdom,Peterborough,2020-04-29,-67.0,-28.0,,-71.0,-57.0,23.0
United Kingdom,Peterborough,2020-04-30,-67.0,-29.0,,-71.0,-57.0,24.0
United Kingdom,Peterborough,2020-05-01,-66.0,-27.0,,-66.0,-55.0,24.0
United Kingdom,Peterborough,2020-05-02,-71.0,-27.0,,-61.0,-37.0,15.0
United Kingdom,Peterborough,2020-05-03,-74.0,-35.0,,-69.0,-33.0,12.0
United Kingdom,Peterborough,2020-05-04,-63.0,-27.0,,-67.0,-54.0,21.0
United Kingdom,Peterborough,2020-05-05,-63.0,-24.0,,-64.0,-55.0,21.0
United Kingdom,Peterborough,2020-05-06,-62.0,-21.0,,-61.0,-54.0,21.0
United Kingdom,Peterborough,2020-05-07,-57.0,-12.0,,-62.0,-56.0,21.0
United Kingdom,Peterborough,2020-05-08,-68.0,-29.0,,-71.0,-71.0,26.0
United Kingdom,Peterborough,2020-05-09,-72.0,-30.0,,-60.0,-36.0,14.0
United Kingdom,Peterborough,2020-05-10,-75.0,-39.0,-39.0,-73.0,-33.0,12.0
United Kingdom,Peterborough,2020-05-11,-61.0,-23.0,,-68.0,-53.0,21.0
United Kingdom,Peterborough,2020-05-12,-61.0,-21.0,,-65.0,-54.0,21.0
United Kingdom,Peterborough,2020-05-13,-61.0,-21.0,,-62.0,-52.0,21.0
United Kingdom,Peterborough,2020-05-14,-60.0,-19.0,,-60.0,-53.0,19.0
United Kingdom,Peterborough,2020-05-15,-60.0,-21.0,,-61.0,-52.0,21.0
United Kingdom,Peterborough,2020-05-16,-67.0,-26.0,,-52.0,-32.0,13.0
United Kingdom,Peterborough,2020-05-17,-66.0,-26.0,,-54.0,-26.0,9.0
United Kingdom,Peterborough,2020-05-18,-54.0,-18.0,,-58.0,-50.0,19.0
United Kingdom,Peterborough,2020-05-19,-55.0,-15.0,,-57.0,-52.0,19.0
United Kingdom,Peterborough,2020-05-20,-55.0,-10.0,,-56.0,-52.0,18.0
United Kingdom,Peterborough,2020-05-21,-53.0,-12.0,,-58.0,-52.0,19.0
United Kingdom,Peterborough,2020-05-22,-54.0,-15.0,,-59.0,-50.0,20.0
United Kingdom,Peterborough,2020-05-23,-62.0,-21.0,,-54.0,-30.0,12.0
United Kingdom,Peterborough,2020-05-24,-61.0,-22.0,,-55.0,-25.0,8.0
United Kingdom,Peterborough,2020-05-25,-55.0,-22.0,,-59.0,-72.0,22.0
United Kingdom,Peterborough,2020-05-26,-49.0,-9.0,,-54.0,-50.0,18.0
United Kingdom,Peterborough,2020-05-27,-51.0,-13.0,,-56.0,-49.0,18.0
United Kingdom,Peterborough,2020-05-28,-51.0,-10.0,,-56.0,-49.0,18.0
United Kingdom,Peterborough,2020-05-29,-51.0,-12.0,,-55.0,-48.0,18.0
United Kingdom,Plymouth,2020-02-15,-22.0,-10.0,-44.0,-20.0,-8.0,4.0
United Kingdom,Plymouth,2020-02-16,-12.0,-6.0,-31.0,-19.0,-4.0,2.0
United Kingdom,Plymouth,2020-02-17,7.0,5.0,25.0,-4.0,-15.0,2.0
United Kingdom,Plymouth,2020-02-18,4.0,-3.0,3.0,-7.0,-13.0,3.0
United Kingdom,Plymouth,2020-02-19,6.0,-1.0,3.0,-7.0,-16.0,2.0
United Kingdom,Plymouth,2020-02-20,4.0,1.0,15.0,-6.0,-15.0,2.0
United Kingdom,Plymouth,2020-02-21,1.0,1.0,19.0,-2.0,-15.0,2.0
United Kingdom,Plymouth,2020-02-22,-3.0,-1.0,13.0,-1.0,-1.0,0.0
United Kingdom,Plymouth,2020-02-23,-8.0,-3.0,-7.0,0.0,-1.0,0.0
United Kingdom,Plymouth,2020-02-24,-6.0,0.0,-2.0,-3.0,-1.0,1.0
United Kingdom,Plymouth,2020-02-25,-3.0,3.0,-9.0,1.0,2.0,1.0
United Kingdom,Plymouth,2020-02-26,0.0,0.0,-3.0,-2.0,0.0,0.0
United Kingdom,Plymouth,2020-02-27,5.0,3.0,30.0,7.0,2.0,0.0
United Kingdom,Plymouth,2020-02-28,0.0,1.0,-15.0,0.0,0.0,1.0
United Kingdom,Plymouth,2020-02-29,6.0,2.0,-4.0,-3.0,0.0,1.0
United Kingdom,Plymouth,2020-03-01,6.0,2.0,9.0,8.0,2.0,0.0
United Kingdom,Plymouth,2020-03-02,4.0,7.0,28.0,6.0,2.0,0.0
United Kingdom,Plymouth,2020-03-03,5.0,3.0,29.0,5.0,3.0,0.0
United Kingdom,Plymouth,2020-03-04,-1.0,3.0,-19.0,-2.0,1.0,1.0
United Kingdom,Plymouth,2020-03-05,1.0,5.0,14.0,3.0,2.0,0.0
United Kingdom,Plymouth,2020-03-06,-1.0,2.0,-1.0,1.0,1.0,0.0
United Kingdom,Plymouth,2020-03-07,2.0,1.0,25.0,1.0,3.0,0.0
United Kingdom,Plymouth,2020-03-08,0.0,-1.0,-4.0,-2.0,1.0,0.0
United Kingdom,Plymouth,2020-03-09,-5.0,3.0,6.0,-3.0,1.0,1.0
United Kingdom,Plymouth,2020-03-10,-4.0,-1.0,-9.0,-6.0,1.0,2.0
United Kingdom,Plymouth,2020-03-11,-1.0,1.0,3.0,-2.0,1.0,1.0
United Kingdom,Plymouth,2020-03-12,-1.0,6.0,7.0,-2.0,3.0,1.0
United Kingdom,Plymouth,2020-03-13,-7.0,4.0,5.0,-4.0,-1.0,1.0
United Kingdom,Plymouth,2020-03-14,-7.0,4.0,4.0,-9.0,-2.0,2.0
United Kingdom,Plymouth,2020-03-15,-12.0,2.0,-7.0,-11.0,-2.0,2.0
United Kingdom,Plymouth,2020-03-16,-2.0,16.0,76.0,-2.0,-4.0,1.0
United Kingdom,Plymouth,2020-03-17,-13.0,18.0,-3.0,-15.0,-9.0,5.0
United Kingdom,Plymouth,2020-03-18,-20.0,15.0,-13.0,-24.0,-18.0,8.0
United Kingdom,Plymouth,2020-03-19,-22.0,18.0,19.0,-25.0,-22.0,8.0
United Kingdom,Plymouth,2020-03-20,-29.0,1.0,-3.0,-30.0,-25.0,10.0
United Kingdom,Plymouth,2020-03-21,-50.0,-4.0,-15.0,-38.0,-25.0,10.0
United Kingdom,Plymouth,2020-03-22,-56.0,-19.0,16.0,-35.0,-26.0,7.0
United Kingdom,Plymouth,2020-03-23,-44.0,-12.0,22.0,-41.0,-40.0,13.0
United Kingdom,Plymouth,2020-03-24,-76.0,-30.0,-21.0,-57.0,-53.0,21.0
United Kingdom,Plymouth,2020-03-25,-79.0,-33.0,-27.0,-64.0,-62.0,24.0
United Kingdom,Plymouth,2020-03-26,-80.0,-34.0,-9.0,-65.0,-65.0,25.0
United Kingdom,Plymouth,2020-03-27,-81.0,-37.0,-26.0,-67.0,-65.0,26.0
United Kingdom,Plymouth,2020-03-28,-86.0,-43.0,-35.0,-69.0,-58.0,18.0
United Kingdom,Plymouth,2020-03-29,-87.0,-50.0,-43.0,-70.0,-54.0,
United Kingdom,Plymouth,2020-03-30,-78.0,-37.0,-24.0,-69.0,-69.0,24.0
United Kingdom,Plymouth,2020-03-31,-78.0,-34.0,-22.0,-69.0,-69.0,26.0
United Kingdom,Plymouth,2020-04-01,-78.0,-37.0,-25.0,-69.0,-69.0,26.0
United Kingdom,Plymouth,2020-04-02,-79.0,-35.0,-17.0,-70.0,-69.0,26.0
United Kingdom,Plymouth,2020-04-03,-79.0,-35.0,-16.0,-68.0,-68.0,26.0
United Kingdom,Plymouth,2020-04-04,-84.0,-39.0,-18.0,-64.0,-56.0,18.0
United Kingdom,Plymouth,2020-04-05,-85.0,-45.0,-34.0,-65.0,-54.0,
United Kingdom,Plymouth,2020-04-06,-76.0,-34.0,0.0,-67.0,-68.0,24.0
United Kingdom,Plymouth,2020-04-07,-78.0,-36.0,-22.0,-67.0,-69.0,26.0
United Kingdom,Plymouth,2020-04-08,-77.0,-32.0,-21.0,-66.0,-68.0,25.0
United Kingdom,Plymouth,2020-04-09,-75.0,-25.0,-2.0,-64.0,-68.0,24.0
United Kingdom,Plymouth,2020-04-10,-82.0,-42.0,-12.0,-72.0,-80.0,30.0
United Kingdom,Plymouth,2020-04-11,-83.0,-37.0,-25.0,-63.0,-56.0,18.0
United Kingdom,Plymouth,2020-04-12,-93.0,-70.0,-25.0,-64.0,-58.0,
United Kingdom,Plymouth,2020-04-13,-80.0,-43.0,-4.0,-75.0,-82.0,28.0
United Kingdom,Plymouth,2020-04-14,-75.0,-31.0,-21.0,-64.0,-66.0,25.0
United Kingdom,Plymouth,2020-04-15,-75.0,-33.0,-24.0,-66.0,-67.0,25.0
United Kingdom,Plymouth,2020-04-16,-76.0,-33.0,-2.0,-66.0,-66.0,25.0
United Kingdom,Plymouth,2020-04-17,-80.0,-40.0,-49.0,-70.0,-67.0,27.0
United Kingdom,Plymouth,2020-04-18,-83.0,-40.0,-31.0,-64.0,-53.0,18.0
United Kingdom,Plymouth,2020-04-19,-82.0,-43.0,-8.0,-59.0,-49.0,14.0
United Kingdom,Plymouth,2020-04-20,-74.0,-33.0,8.0,-62.0,-65.0,23.0
United Kingdom,Plymouth,2020-04-21,-75.0,-34.0,-5.0,-63.0,-65.0,25.0
United Kingdom,Plymouth,2020-04-22,-75.0,-33.0,-6.0,-62.0,-65.0,24.0
United Kingdom,Plymouth,2020-04-23,-74.0,-30.0,19.0,-62.0,-64.0,24.0
United Kingdom,Plymouth,2020-04-24,-75.0,-34.0,-12.0,-62.0,-65.0,25.0
United Kingdom,Plymouth,2020-04-25,-80.0,-37.0,-14.0,-56.0,-52.0,17.0
United Kingdom,Plymouth,2020-04-26,-79.0,-40.0,-7.0,-56.0,-47.0,13.0
United Kingdom,Plymouth,2020-04-27,-72.0,-32.0,3.0,-62.0,-63.0,23.0
United Kingdom,Plymouth,2020-04-28,-74.0,-34.0,-29.0,-66.0,-65.0,23.0
United Kingdom,Plymouth,2020-04-29,-75.0,-34.0,-35.0,-65.0,-64.0,25.0
United Kingdom,Plymouth,2020-04-30,-77.0,-32.0,-33.0,-68.0,-65.0,25.0
United Kingdom,Plymouth,2020-05-01,-75.0,-31.0,-3.0,-63.0,-63.0,25.0
United Kingdom,Plymouth,2020-05-02,-79.0,-34.0,6.0,-57.0,-51.0,16.0
United Kingdom,Plymouth,2020-05-03,-81.0,-42.0,-33.0,-61.0,-47.0,14.0
United Kingdom,Plymouth,2020-05-04,-70.0,-30.0,12.0,-59.0,-62.0,22.0
United Kingdom,Plymouth,2020-05-05,-74.0,-35.0,-37.0,-67.0,-63.0,25.0
United Kingdom,Plymouth,2020-05-06,-70.0,-27.0,12.0,-58.0,-62.0,22.0
United Kingdom,Plymouth,2020-05-07,-70.0,-20.0,27.0,-59.0,-62.0,22.0
United Kingdom,Plymouth,2020-05-08,-78.0,-39.0,14.0,-68.0,-77.0,28.0
United Kingdom,Plymouth,2020-05-09,-80.0,-35.0,17.0,-55.0,-52.0,16.0
United Kingdom,Plymouth,2020-05-10,-79.0,-40.0,3.0,-53.0,-44.0,13.0
United Kingdom,Plymouth,2020-05-11,-68.0,-30.0,16.0,-59.0,-60.0,21.0
United Kingdom,Plymouth,2020-05-12,-68.0,-28.0,27.0,-57.0,-59.0,22.0
United Kingdom,Plymouth,2020-05-13,-70.0,-31.0,9.0,-58.0,-59.0,21.0
United Kingdom,Plymouth,2020-05-14,-68.0,-23.0,58.0,-53.0,-59.0,20.0
United Kingdom,Plymouth,2020-05-15,-70.0,-26.0,55.0,-52.0,-58.0,21.0
United Kingdom,Plymouth,2020-05-16,-76.0,-29.0,41.0,-46.0,-45.0,14.0
United Kingdom,Plymouth,2020-05-17,-75.0,-30.0,46.0,-38.0,-40.0,10.0
United Kingdom,Plymouth,2020-05-18,-63.0,-22.0,77.0,-50.0,-57.0,19.0
United Kingdom,Plymouth,2020-05-19,-66.0,-23.0,62.0,-48.0,-56.0,20.0
United Kingdom,Plymouth,2020-05-20,-66.0,-22.0,58.0,-49.0,-57.0,19.0
United Kingdom,Plymouth,2020-05-21,-65.0,-21.0,74.0,-49.0,-57.0,19.0
United Kingdom,Plymouth,2020-05-22,-67.0,-22.0,27.0,-52.0,-56.0,21.0
United Kingdom,Plymouth,2020-05-23,-74.0,-26.0,22.0,-48.0,-42.0,14.0
United Kingdom,Plymouth,2020-05-24,-71.0,-26.0,62.0,-35.0,-37.0,9.0
United Kingdom,Plymouth,2020-05-25,-66.0,-29.0,143.0,-55.0,-78.0,21.0
United Kingdom,Plymouth,2020-05-26,-61.0,-15.0,85.0,-45.0,-56.0,18.0
United Kingdom,Plymouth,2020-05-27,-63.0,-20.0,71.0,-46.0,-55.0,17.0
United Kingdom,Plymouth,2020-05-28,-62.0,-15.0,102.0,-44.0,-55.0,18.0
United Kingdom,Plymouth,2020-05-29,-64.0,-18.0,79.0,-41.0,-54.0,18.0
United Kingdom,Portsmouth,2020-02-15,-10.0,-7.0,-37.0,-7.0,-4.0,3.0
United Kingdom,Portsmouth,2020-02-16,-18.0,-12.0,-50.0,-11.0,-6.0,2.0
United Kingdom,Portsmouth,2020-02-17,18.0,2.0,10.0,3.0,-13.0,2.0
United Kingdom,Portsmouth,2020-02-18,23.0,2.0,16.0,7.0,-13.0,2.0
United Kingdom,Portsmouth,2020-02-19,12.0,1.0,-9.0,-2.0,-13.0,2.0
United Kingdom,Portsmouth,2020-02-20,9.0,-2.0,-15.0,-5.0,-13.0,3.0
United Kingdom,Portsmouth,2020-02-21,11.0,1.0,17.0,3.0,-14.0,2.0
United Kingdom,Portsmouth,2020-02-22,-7.0,-2.0,-11.0,-2.0,-2.0,1.0
United Kingdom,Portsmouth,2020-02-23,-8.0,-5.0,-12.0,1.0,-3.0,0.0
United Kingdom,Portsmouth,2020-02-24,-4.0,-2.0,-14.0,-1.0,-1.0,1.0
United Kingdom,Portsmouth,2020-02-25,7.0,6.0,-4.0,5.0,1.0,0.0
